"id","name"
"1554087241741","KAMBARAGE"
"1554087241742","KIGONSERA"
"1554087241743","KIHANGI MAHUKA"
"1554087241744","KIHUNGU"
"1554087241745","KIKOLO"
"1554087241746","KILIMANI"
"1554087241747","KIPAPA"
"1554087241748","KIPOLOLO"
"1554087241749","KITANDA"
"1554087241750","KITUMBALOMO"
"1554087241751","KITURA"
"1554087241752","LANGIRO"
"1554087241753","LINDA"
"1554087241754","LITEMBO"
"1554087241755","LITUMBANDYOSI"
"1554087241756","LUWAITA"
"1554087241757","MAGUU"
"1554087241758","MAPERA"
"1554087241759","MATIRI"
"1554087241760","MBANGAMAO"
"1554087241761","MBINGA MJINI"
"1554087241762","MBUJI"
"1554087241763","MKAKO"
"1554087241764","MIKALANGA"
"1554087241765","MKUMBI"
"1554087241766","MPAPA"
"1554087241767","MPEPAI"
"1554087241768","MYANGAYANGA"
"1554087241769","NAMSWEA"
"1554087241770","NGIMA"
"1554087241771","NYONI"
"1554087241772","RUANDA"
"1554087241773","UKATA"
"1554087241774","UTIRI"
"1554087241775","BOMBAMBILI"
"1554087241776","LILAMBO"
"1554087241777","LIZABONI"
"1554087241778","MAJENGO"
"1554087241779","MATARAWE"
"1554087241780","MATEKA"
"1554087241781","MATOGORO"
"1554087241782","MFARANYAKI"
"1554087241783","MISUFINI"
"1554087241784","MJIMWEMA"
"1554087241785","MLETELE"
"1554087241786","MSAMALA"
"1554087241787","MSHANGANO"
"1554087241788","MWENGEMSHINDO"
"1554087241789","NDILIMALITEMBO"
"1554087241790","RUHUWIKO"
"1554087241791","RUVUMA"
"1554087241792","SEEDFARM"
"1554087241793","SONGEA MJINI"
"1554087241794","SUBIRA"
"1554087241795","TANGA"
"1554087241796","GUMBIRO"
"1554087241797","KILAGANO"
"1554087241798","LITISHA"
"1554087241799","MAGAGURA"
"1554087241800","MAHANJE"
"1554087241801","MAPOSENI"
"1554087241802","MATIMIRA"
"1554087241803","MATUMBI"
"1554087241804","MBINGA MHALULE"
"1554087241805","MKONGOTEMA"
"1554087241806","MPANDANGINDO"
"1554087241807","MPITIMBI"
"1554087241808","MTYANGIMBOLE"
"1554087241809","MUHUKURU"
"1554087241810","NDONGOSI"
"1554087241811","PERAMIHO"
"1554087241812","WINO"
"1554087241813","JAKIKA"
"1554087241814","KALULU"
"1554087241815","KIDODOMA"
"1554087241816","LIGOMA"
"1554087241817","LIGUNGA"
"1554087241818","LUKUMBULE"
"1554087241819","MAJENGO"
"1554087241820","MARUMBA"
"1554087241821","MASONYA"
"1554087241822","MATEMANGA"
"1554087241823","MBATI"
"1554087241824","MBESA"
"1554087241825","MCHANGANI"
"1554087241826","MCHESI"
"1554087241827","MCHOTEKA"
"1554087241828","MCHULUKA"
"1554087241829","MINDU"
"1554087241830","MISECHELA"
"1554087241831","MLINGOTI MAGHARIBI"
"1554087241832","MLINGOTI MASHARIKI"
"1554087241833","MTINA"
"1554087241834","MUHUWESI"
"1554087241835","NAKAPANYA"
"1554087241836","NAKAYAYA"
"1554087241837","NALASI MAGHARIBI"
"1554087241838","NALASI MASHARIKI"
"1554087241839","NAMASAKATA"
"1554087241840","NAMIUNGO"
"1554087241841","NAMPUNGU"
"1554087241842","NAMWINYU"
"1554087241843","NANDEMBO"
"1554087241844","NANJOKA"
"1554087241845","NGAPA"
"1554087241846","SISI KWA SISI"
"1554087241847","TUWEMACHO"
"1554087241865","AGHONDI"
"1554087241866","CHIKOLA"
"1554087241867","CHIKUYU"
"1554087241868","HEKA"
"1554087241869","IDODYANDOLE"
"1554087241870","IPANDE"
"1554087241871","ISSEKE"
"1554087241872","ITIGI"
"1554087241873","ITIGI MAJENGO"
"1554087241874","KINTINKU"
"1554087241875","KITARAKA"
"1554087241876","MAJIRI"
"1554087241877","MAKURU"
"1554087241878","MAKUTOPORA"
"1554087241879","MANYONI URBAN"
"1554087241880","MGANDU"
"1554087241881","MITUNDU"
"1554087241882","MKWESE"
"1554087241883","MUHALALA"
"1554087241884","MVUMI"
"1554087241885","MWAMAGEMBE"
"1554087241886","NKONKO"
"1554087241887","RUNGWA"
"1554087241888","SANJARANDA"
"1554087241889","SANZA"
"1554087241890","SARANDA"
"1554087241891","SASAJILA"
"1554087241892","SASILO"
"1554087241893","SOLYA"
"1554087241894","IPEMBE"
"1554087241895","KINDAI"
"1554087241896","MAJENGO"
"1554087241897","MANDEWA"
"1554087241898","MINGA"
"1554087241899","MISUNA"
"1554087241900","MITUNDURUNI"
"1554087241901","MTAMAA"
"1554087241902","MTIPA"
"1554087241903","MUGHANGA"
"1554087241904","MUNGUMAJI"
"1554087241905","MWANKOKO"
"1554087241906","UHAMAKA"
"1554087241907","UNYAMBWA"
"1554087241908","UNYAMIKUMBI"
"1554087241909","UTEMINI"
"1554087241910","IKHANODA"
"1554087241911","ILONGERO"
"1554087241912","ITAJA"
"1554087241913","KIJOTA"
"1554087241914","KINYAGIGI"
"1554087241915","KINYETO"
"1554087241916","MAGHOJOA"
"1554087241917","MAKURO"
"1554087241918","MERYA"
"1554087241919","MGORI"
"1554087241920","MRAMA"
"1554087241921","MSANGE"
"1554087241922","MSISI"
"1554087241923","MTINKO"
"1554087241924","MUDIDA"
"1554087241925","MUGHAMO"
"1554087241926","MUGHUNGA"
"1554087241927","MWASAUYA"
"1554087241928","NGIMU"
"1554087241929","NTONGE"
"1554087241930","UGHANDI"
"1554087241931","CHALANGWA"
"1554087241932","CHOKAA"
"1554087241933","GALULA"
"1554087241934","GUA"
"1554087241935","IFUMBO"
"1554087241936","IFWENKENYA"
"1554087241937","ITEWE"
"1554087241938","KAMBIKATOTO"
"1554087241939","KANGA"
"1554087241940","KAPALALA"
"1554087241941","LUPATINGATINGA"
"1554087241942","LUWALAJE"
"1554087241943","MAFYEKO"
"1554087241944","MAGAMBA"
"1554087241945","MAKONGOLOSI"
"1554087241946","MAMBA"
"1554087241947","MATUNDASI"
"1554087241948","MATWIGA"
"1554087241949","MBANGALA"
"1554087241950","MBUGANI"
"1554087241951","MBUYUNI"
"1554087241952","MKOLA"
"1554087241953","MKWAJUNI"
"1554087241954","MTANILA"
"1554087241955","MWAMBANI"
"1554087241956","NAMKUKWE"
"1554087241957","NGWALA"
"1554087241958","SANGAMBI"
"1554087241959","SAZA"
"1554087241960","TOTOWE"
"1554087241961","BUPIGU"
"1554087241962","CHITETE"
"1554087241963","IBABA"
"1554087241964","IKINGA"
"1554087241965","ISONGOLE"
"1554087241966","ITALE"
"1554087241967","ITUMBA"
"1554087241968","KAFULE"
"1554087241969","LUBANDA"
"1554087241970","LUSWISI"
"1554087241971","MALANGALI"
"1554087241972","MBEBE"
"1554087241973","NDOLA"
"1554087241974","NGULILO"
"1554087241975","NGULUGULU"
"1554087241976","SANGE"
"1554087241977","BUJONDE"
"1554087241978","BUSALE"
"1554087241979","IKAMA"
"1554087241980","IKOLO"
"1554087241981","IPANDE"
"1554087241982","IPINDA"
"1554087241983","KAJUNJUMELE"
"1554087241984","KATUMBASONGWE"
"1554087241985","KYELA"
"1554087241986","LUSUNGO"
"1554087241987","MAKWALE"
"1554087241988","MATEMA"
"1554087241989","MWAYA"
"1554087241990","NGANA"
"1554087241991","NGONGA"
"1554087241992","CHIMALA"
"1554087241993","IGURUSI"
"1554087241994","MADIBIRA"
"1554087241995","MAHONGOLE"
"1554087241996","MAPOGORO"
"1554087241997","MAWINDI"
"1554087241998","MSANGAJI"
"1554087241999","RUIWA"
"1554087242000","RUJEWA"
"1554087242001","UBARUKU"
"1554087242002","UTENGULE USANGU"
"1554087242003","FOREST"
"1554087242004","GHANA"
"1554087242005","IDUDA"
"1554087242006","IGANJO"
"1554087242007","IGANZO"
"1554087242008","IGAWILO"
"1554087242009","ILEMI"
"1554087242010","ILOMBA"
"1554087242011","ISANGA"
"1554087242012","ISYESYE"
"1554087242013","ITAGANO"
"1554087242014","ITENDE"
"1554087242015","ITEZI"
"1554087242016","ITIJI"
"1554087242017","IWAMBI"
"1554087242018","IYELA"
"1554087242019","IYUNGA"
"1554087242020","IZIWA"
"1554087242021","KALOBE"
"1554087242022","MAANGA"
"1554087242023","MABATINI"
"1554087242024","MAENDELEO"
"1554087242025","MAJENGO"
"1554087242026","MBALIZI ROAD"
"1554087242027","MWAKIBETE"
"1554087242028","MWANSANGA"
"1554087242029","MWANSEKWA"
"1554087242030","NONDE"
"1554087242031","NSALAGA"
"1554087242032","NSOHO"
"1554087242033","NZOVWE"
"1554087242034","RUANDA"
"1554087242035","SINDE"
"1554087242036","SISIMBA"
"1554087242037","TEMBELA"
"1554087242038","UYOLE"
"1554087242039","BONDE LA USONGWE"
"1554087242040","IGALE"
"1554087242041","IHANGO"
"1554087242042","IJOMBE"
"1554087242043","IKUKWA"
"1554087242044","ILEMBO"
"1554087242045","ILUNGU"
"1554087242046","INYALA"
"1554087242047","ISUTO"
"1554087242048","IWIJI"
"1554087242049","IWINDI"
"1554087242050","IYUNGA MAPINDUZI"
"1554087242051","MSHEWE"
"1554087242052","SANTILYA"
"1554087242053","TEMBELA"
"1554087242054","ULENJE"
"1554087242055","UTENGULE/USONGWE"
"1554087242056","BARA"
"1554087242057","HALUNGU"
"1554087242058","IGAMBA"
"1554087242059","IHANDA"
"1554087242060","IPUNGA"
"1554087242061","ISANDULA"
"1554087242062","ISANSA"
"1554087242063","ITAKA"
"1554087242064","IYULA"
"1554087242065","MLANGALI"
"1554087242066","MLOWO"
"1554087242067","MSIA"
"1554087242068","MYOVIZI"
"1554087242069","NAMBINZO"
"1554087242070","NANYALA"
"1554087242071","NYIMBILI"
"1554087242072","RUANDA"
"1554087242073","VWAWA"
"1554087242074","BAGAMOYO"
"1554087242075","BUJELA"
"1554087242076","BULYAGA"
"1554087242077","IKUTI"
"1554087242078","ILIMA"
"1554087242079","ISANGE"
"1554087242080","ISONGOLE"
"1554087242081","ITETE"
"1554087242082","KABULA"
"1554087242083","KAMBASEGELA"
"1554087242084","KANDETE"
"1554087242085","KATUMBA"
"1554087242086","KINYALA"
"1554087242087","KISENGESE"
"1554087242088","KISIBA"
"1554087242089","KISONDELA"
"1554087242090","KIWIRA"
"1554087242091","KYIMO"
"1554087242092","LUFINGO"
"1554087242093","LUPATA"
"1554087242094","LUTEBA"
"1554087242095","LWANGWA"
"1554087242096","MALINDO"
"1554087242097","MASOKO"
"1554087242098","MASUKULU"
"1554087242099","MPOMBO"
"1554087242100","MPUGUSO"
"1554087242101","NKUNGA"
"1554087242102","RUFIRYO"
"1554087242103","SUMA"
"1554087242104","CHANIKA"
"1554087242105","KABUKU"
"1554087242106","KANG'ATA"
"1554087242107","KIVA"
"1554087242108","KOMKONGA"
"1554087242109","KWALUGURU"
"1554087242110","KWAMATUKU"
"1554087242111","KWAMKONJE"
"1554087242112","KWAMSISI"
"1554087242113","KWASUNGA"
"1554087242114","KWEDIZINGA"
"1554087242115","MAZINGARA"
"1554087242116","MGAMBO"
"1554087242117","MISIMA"
"1554087242118","MKATA"
"1554087242119","NDOLWA"
"1554087242120","SEGERA"
"1554087242121","SINDENI"
"1554087242122","VIBAONI"
"1554087242123","BUNGU"
"1554087242124","CHEKELEI"
"1554087242125","DINDIRA"
"1554087242126","KERENGE"
"1554087242127","KIZARA"
"1554087242128","OLD KOROGWE"
"1554087242129","KWAGUNDA"
"1554087242130","KWAMNDOLWA"
"1554087242131","LUTINDI"
"1554087242132","MAGOMA"
"1554087242133","MAKUYUNI"
"1554087242134","MASHEWA"
"1554087242135","MAZINDE"
"1554087242136","MKALAMO"
"1554087242137","MKOMAZI"
"1554087242138","MNYUZI"
"1554087242139","MOMBO"
"1554087242140","MSAMBIAZI"
"1554087242141","NGOMBEZI"
"1554087242142","VUGIRI"
"1554087242143","BAGA"
"1554087242144","BUMBULI"
"1554087242145","DULE ""B"""
"1554087242146","DULE 'M'"
"1554087242147","FUNTA"
"1554087242148","GARE"
"1554087242149","HAMTOYE"
"1554087242150","KILOLE"
"1554087242151","KWAI"
"1554087242152","KWEKANGA"
"1554087242153","KWEMASHAI"
"1554087242154","KWEMSHASHA"
"1554087242155","LUKOZI"
"1554087242156","LUNGUZA"
"1554087242157","LUSHOTO"
"1554087242158","MAHEZANGULU"
"1554087242159","MAKANYA"
"1554087242160","MALIBWI"
"1554087242161","MALINDI"
"1554087242162","MAMBA"
"1554087242163","MANOLO"
"1554087242164","MAYO"
"1554087242165","MBARAMO"
"1554087242166","MBUZII"
"1554087242167","MGWASHI"
"1554087242168","MILINGANO"
"1554087242169","MLALO"
"1554087242170","MLOLA"
"1554087242171","MNAZI"
"1554087242172","MNG'ARO"
"1554087242173","MPONDE"
"1554087242174","MTAE"
"1554087242175","MWANGOI"
"1554087242176","NGULWI"
"1554087242177","NGWELO"
"1554087242178","NKONGOI"
"1554087242179","RANGWI"
"1554087242180","SHUME"
"1554087242181","SONI"
"1554087242182","SUNGA"
"1554087242183","TAMOTA"
"1554087242184","UBIRI"
"1554087242185","USAMBARA"
"1554087242186","VUGA"
"1554087242187","AMANI"
"1554087242188","BWEMBWERA"
"1554087242189","GENGE"
"1554087242190","KICHEBA"
"1554087242191","KIGOMBE"
"1554087242192","KILULU"
"1554087242193","KISIWANI"
"1554087242194","KWAFUNGO"
"1554087242195","KWAKIFUA"
"1554087242196","KWEMKABALA"
"1554087242197","LUSANGA"
"1554087242198","MAGILA"
"1554087242199","MAGOROTO"
"1554087242200","MAJENGO"
"1554087242201","MASUGURU"
"1554087242202","MBARAMO"
"1554087242203","MBOMOLE"
"1554087242204","MHAMBA"
"1554087242205","MISALAI"
"1554087242206","MISOZWE"
"1554087242207","MKUZI"
"1554087242208","MLINGONI"
"1554087242209","MPAPAYU"
"1554087242210","MTINDIRO"
"1554087242211","NGOMENI"
"1554087242212","NKUMBA"
"1554087242213","PANDE DARAJANI"
"1554087242214","POTWE"
"1554087242215","SONGA"
"1554087242216","TANGANYIKA"
"1554087242217","TINGENI"
"1554087242218","TONGWE"
"1554087242219","ZIRAI"
"1554087242220","BUSHIRI"
"1554087242221","BWENI"
"1554087242222","KIMANG'A"
"1554087242223","KIPUMBWI"
"1554087242224","MADANGA"
"1554087242225","MKALAMO"
"1554087242226","MIKINGUNI"
"1554087242227","MKWAJA"
"1554087242228","MWERA"
"1554087242229","PANGANI MAGHARIBI"
"1554087242230","PANGANI MASHARIKI"
"1554087242231","TUNGAMAA"
"1554087242232","UBANGAA"
"1554087242233","CENTRAL"
"1554087242234","CHONGOLEANI"
"1554087242235","CHUMBAGENI"
"1554087242236","DUGA"
"1554087242237","KIOMONI"
"1554087242238","KIRARE"
"1554087242239","MABAWA"
"1554087242240","MABOKWENI"
"1554087242241","MAJENGO"
"1554087242242","MAKORORA"
"1554087242243","MARUNGU"
"1554087242244","MAWENI"
"1554087242245","MSAMBWENI"
"1554087242246","MWANZANGE"
"1554087242247","MZINGANI"
"1554087242248","MZIZIMA"
"1554087242249","NGAMIANI KASKAZINI"
"1554087242250","NGAMIANI KATI"
"1554087242251","NGAMIANI KUSINI"
"1554087242252","NGUVUMALI"
"1554087242253","PONGWE"
"1554087242254","TANGASISI"
"1554087242255","TONGONI"
"1554087242256","USAGARA"
"1554087242288","BARAA"
"1554087242289","DARAJA II"
"1554087242290","ELERAI"
"1554087242291","ENGUTOTO"
"1554087242292","KALOLENI"
"1554087242293","KATI"
"1554087242294","KIMANDOLU"
"1554087242295","LEMARA"
"1554087242296","LEVOLOSI"
"1554087242297","MOSHONO"
"1554087242298","NGARENARO"
"1554087242299","OLASITI"
"1554087242300","OLOIRIEN"
"1554087242301","SEKEI"
"1554087242302","SOKON I"
"1554087242303","SOMBETINI"
"1554087242304","TERRAT"
"1554087242305","THEMI"
"1554087242306","UNGA LTD"
"1554087242307","BANGATA"
"1554087242308","BWAWANI"
"1554087242309","ILKIDING'A"
"1554087242310","KIMNYAKI"
"1554087242311","KIRANYI"
"1554087242312","KISONGO"
"1554087242313","MATEVES"
"1554087242314","MLANGARINI"
"1554087242315","MOIVO"
"1554087242316","MUSSA"
"1554087242317","MWANDETI"
"1554087242318","NDURUMA"
"1554087242319","OLDONYOSAMBU"
"1554087242320","OLJORO"
"1554087242321","OLKOKOLA"
"1554087242322","OLMOTONYI"
"1554087242323","OLORIENI"
"1554087242324","OLTOROTO"
"1554087242325","OLTRUMET"
"1554087242326","SAMBASHA"
"1554087242327","SOKON II"
"1554087242328","BARAY"
"1554087242329","BUGER"
"1554087242330","DAA"
"1554087242331","ENDABASH"
"1554087242332","ENDAMAGHANG"
"1554087242333","ENDAMARARIEK"
"1554087242334","GANAKO"
"1554087242335","KANSAY"
"1554087242336","KARATU"
"1554087242337","MANG'OLA"
"1554087242338","MBULUMBULU"
"1554087242339","OLDEAN"
"1554087242340","QURUS"
"1554087242341","RHOTIA"
"1554087242342","ELENG'ATA DAPASH"
"1554087242343","ENGARENAIBOR"
"1554087242344","ENGIKARET"
"1554087242345","GELAI LUMBWA"
"1554087242346","GELAI MEIRUGOI"
"1554087242347","ILORIENITO"
"1554087242348","KAMWANGA"
"1554087242349","KETUMBEINE"
"1554087242350","KIMOKOUWA"
"1554087242351","LONGIDO"
"1554087242352","MATALE A"
"1554087242353","MUNDARARA"
"1554087242354","NAMANGA"
"1554087242355","OLMOLOG"
"1554087242356","ORBOMBA"
"1554087242357","TINGATINGA"
"1554087242358","USA RIVER"
"1554087242359","AKHERI"
"1554087242360","KIKATITI"
"1554087242361","KIKWE"
"1554087242362","KING'ORI"
"1554087242363","LEGURUKI"
"1554087242364","MAJI YA CHAI"
"1554087242365","MAKIBA"
"1554087242366","MARORONI"
"1554087242367","MBUGUNI"
"1554087242368","NGARENANYUKI"
"1554087242369","NKOANRUA"
"1554087242370","NKOARANGA"
"1554087242371","NKOARISAMBU"
"1554087242372","POLI"
"1554087242373","SEELA SING'ISI"
"1554087242374","SONGORO"
"1554087242375","ENGARUKA"
"1554087242376","ENGUTOTO"
"1554087242377","ESILALEI"
"1554087242378","LEPURKO"
